tipo,marca,modelo,anio,precio,caracteristica
AUTOMOVIL,Chevrolet,Cruze,2024,23733,5
CAMIONETA,Toyota,Tacoma,2014,32720,1685
AUTOMOVIL,Honda,Civic,2025,24322,4
AUTOMOVIL,Kia,Cerato,2015,21309,5
CAMIONETA,Chevrolet,Silverado,2005,30296,676
AUTOMOVIL,Nissan,Versa,2016,21898,4
AUTOMOVIL,Chevrolet,Cruze,2006,18885,5
CAMIONETA,Toyota,Tacoma,2017,34487,817
AUTOMOVIL,Honda,Civic,2007,19474,4
AUTOMOVIL,Kia,Cerato,2018,23076,5
CAMIONETA,Chevrolet,Silverado,2008,32063,958
AUTOMOVIL,Nissan,Versa,2019,23665,4
AUTOMOVIL,Chevrolet,Cruze,2009,20652,5
CAMIONETA,Toyota,Tacoma,2020,36254,1099
AUTOMOVIL,Honda,Civic,2010,21241,4
AUTOMOVIL,Kia,Cerato,2021,24843,5
CAMIONETA,Chevrolet,Silverado,2011,33830,1240
AUTOMOVIL,Nissan,Versa,2022,25432,4
AUTOMOVIL,Chevrolet,Cruze,2012,22419,5
CAMIONETA,Toyota,Tacoma,2023,38021,1381
AUTOMOVIL,Honda,Civic,2013,23008,4
AUTOMOVIL,Kia,Cerato,2024,26610,5
CAMIONETA,Chevrolet,Silverado,2014,35597,1522
AUTOMOVIL,Nissan,Versa,2025,27199,4
AUTOMOVIL,Chevrolet,Cruze,2015,24186,5
CAMIONETA,Toyota,Tacoma,2005,33173,1663
AUTOMOVIL,Honda,Civic,2016,24775,4
AUTOMOVIL,Kia,Cerato,2006,21762,5
CAMIONETA,Chevrolet,Silverado,2017,37364,654
AUTOMOVIL,Nissan,Versa,2007,22351,4
AUTOMOVIL,Chevrolet,Cruze,2018,25953,5
CAMIONETA,Toyota,Tacoma,2008,34940,795
AUTOMOVIL,Honda,Civic,2019,26542,4
AUTOMOVIL,Kia,Cerato,2009,23529,5
CAMIONETA,Chevrolet,Silverado,2020,39131,936
AUTOMOVIL,Nissan,Versa,2010,24118,4
AUTOMOVIL,Chevrolet,Cruze,2021,27720,5
CAMIONETA,Toyota,Tacoma,2011,36707,1077
AUTOMOVIL,Honda,Civic,2022,28309,4
AUTOMOVIL,Kia,Cerato,2012,25296,5
CAMIONETA,Chevrolet,Silverado,2023,40898,1218
AUTOMOVIL,Nissan,Versa,2013,25885,4
AUTOMOVIL,Chevrolet,Cruze,2024,29487,5
CAMIONETA,Toyota,Tacoma,2014,38474,1359
AUTOMOVIL,Honda,Civic,2025,30076,4
AUTOMOVIL,Kia,Cerato,2015,27063,5
CAMIONETA,Chevrolet,Silverado,2005,36050,1500
AUTOMOVIL,Nissan,Versa,2016,27652,4
AUTOMOVIL,Chevrolet,Cruze,2006,24639,5
CAMIONETA,Toyota,Tacoma,2017,40241,1641
AUTOMOVIL,Honda,Civic,2007,25228,4
AUTOMOVIL,Kia,Cerato,2018,28830,5
CAMIONETA,Chevrolet,Silverado,2008,37817,1782
AUTOMOVIL,Nissan,Versa,2019,29419,4
AUTOMOVIL,Chevrolet,Cruze,2009,26406,5
CAMIONETA,Toyota,Tacoma,2020,42008,773
AUTOMOVIL,Honda,Civic,2010,26995,4
AUTOMOVIL,Kia,Cerato,2021,30597,5
CAMIONETA,Chevrolet,Silverado,2011,39584,914
AUTOMOVIL,Nissan,Versa,2022,31186,4
AUTOMOVIL,Chevrolet,Cruze,2012,28173,5
CAMIONETA,Toyota,Tacoma,2023,43775,1055
AUTOMOVIL,Honda,Civic,2013,28762,4
AUTOMOVIL,Kia,Cerato,2024,32364,5
CAMIONETA,Chevrolet,Silverado,2014,41351,1196
AUTOMOVIL,Nissan,Versa,2025,32953,4
AUTOMOVIL,Chevrolet,Cruze,2015,29940,5
CAMIONETA,Toyota,Tacoma,2005,38927,1337
AUTOMOVIL,Honda,Civic,2016,30529,4
AUTOMOVIL,Kia,Cerato,2006,27516,5
CAMIONETA,Chevrolet,Silverado,2017,43118,1478
AUTOMOVIL,Nissan,Versa,2007,28105,4
AUTOMOVIL,Chevrolet,Cruze,2018,31707,5
CAMIONETA,Toyota,Tacoma,2008,40694,1619
AUTOMOVIL,Honda,Civic,2019,32296,4
AUTOMOVIL,Kia,Cerato,2009,29283,5
CAMIONETA,Chevrolet,Silverado,2020,44885,1760
AUTOMOVIL,Nissan,Versa,2010,29872,4
AUTOMOVIL,Chevrolet,Cruze,2021,33474,5
CAMIONETA,Toyota,Tacoma,2011,42461,751
AUTOMOVIL,Honda,Civic,2022,34063,4
AUTOMOVIL,Kia,Cerato,2012,31050,5
CAMIONETA,Chevrolet,Silverado,2023,46652,892
AUTOMOVIL,Nissan,Versa,2013,31639,4
AUTOMOVIL,Chevrolet,Cruze,2024,35241,5
CAMIONETA,Toyota,Tacoma,2014,44228,1033
AUTOMOVIL,Honda,Civic,2025,35830,4
AUTOMOVIL,Kia,Cerato,2015,32817,5
CAMIONETA,Chevrolet,Silverado,2005,41804,1174
AUTOMOVIL,Nissan,Versa,2016,33406,4
AUTOMOVIL,Chevrolet,Cruze,2006,30393,5
CAMIONETA,Toyota,Tacoma,2017,45995,1315
AUTOMOVIL,Honda,Civic,2007,30982,4
AUTOMOVIL,Kia,Cerato,2018,34584,5
CAMIONETA,Chevrolet,Silverado,2008,43571,1456
AUTOMOVIL,Nissan,Versa,2019,35173,4
AUTOMOVIL,Chevrolet,Cruze,2009,32160,5
CAMIONETA,Toyota,Tacoma,2020,47762,1597
AUTOMOVIL,Honda,Civic,2010,32749,4
AUTOMOVIL,Kia,Cerato,2021,36351,5
CAMIONETA,Chevrolet,Silverado,2011,45338,1738
AUTOMOVIL,Nissan,Versa,2022,36940,4
AUTOMOVIL,Chevrolet,Cruze,2012,33927,5
CAMIONETA,Toyota,Tacoma,2023,49529,729
AUTOMOVIL,Honda,Civic,2013,34516,4
AUTOMOVIL,Kia,Cerato,2024,38118,5
CAMIONETA,Chevrolet,Silverado,2014,47105,870
AUTOMOVIL,Nissan,Versa,2025,38707,4
AUTOMOVIL,Chevrolet,Cruze,2015,35694,5
CAMIONETA,Toyota,Tacoma,2005,44681,1011
AUTOMOVIL,Honda,Civic,2016,36283,4
AUTOMOVIL,Kia,Cerato,2006,33270,5
CAMIONETA,Chevrolet,Silverado,2017,48872,1152
AUTOMOVIL,Nissan,Versa,2007,33859,4
AUTOMOVIL,Chevrolet,Cruze,2018,37461,5
CAMIONETA,Toyota,Tacoma,2008,46448,1293
AUTOMOVIL,Honda,Civic,2019,38050,4
AUTOMOVIL,Kia,Cerato,2009,35037,5
CAMIONETA,Chevrolet,Silverado,2020,50639,1434
AUTOMOVIL,Nissan,Versa,2010,35626,4
AUTOMOVIL,Chevrolet,Cruze,2021,39228,5
CAMIONETA,Toyota,Tacoma,2011,48215,1575
AUTOMOVIL,Honda,Civic,2022,39817,4
AUTOMOVIL,Kia,Cerato,2012,36804,5
CAMIONETA,Chevrolet,Silverado,2023,52406,1716
AUTOMOVIL,Nissan,Versa,2013,37393,4
AUTOMOVIL,Chevrolet,Cruze,2024,40995,5
CAMIONETA,Toyota,Tacoma,2014,49982,707
AUTOMOVIL,Honda,Civic,2025,41584,4
AUTOMOVIL,Kia,Cerato,2015,38571,5
CAMIONETA,Chevrolet,Silverado,2005,47558,848
AUTOMOVIL,Nissan,Versa,2016,39160,4
AUTOMOVIL,Chevrolet,Cruze,2006,36147,5
CAMIONETA,Toyota,Tacoma,2017,51749,989
AUTOMOVIL,Honda,Civic,2007,36736,4
AUTOMOVIL,Kia,Cerato,2018,40338,5
CAMIONETA,Chevrolet,Silverado,2008,49325,1130
AUTOMOVIL,Nissan,Versa,2019,40927,4
AUTOMOVIL,Chevrolet,Cruze,2009,37914,5
CAMIONETA,Toyota,Tacoma,2020,53516,1271
AUTOMOVIL,Honda,Civic,2010,38503,4
AUTOMOVIL,Kia,Cerato,2021,42105,5
CAMIONETA,Chevrolet,Silverado,2011,51092,1412
AUTOMOVIL,Nissan,Versa,2022,42694,4
AUTOMOVIL,Chevrolet,Cruze,2012,39681,5
CAMIONETA,Toyota,Tacoma,2023,55283,1553
AUTOMOVIL,Honda,Civic,2013,40270,4
AUTOMOVIL,Kia,Cerato,2024,43872,5
CAMIONETA,Chevrolet,Silverado,2014,52859,1694
AUTOMOVIL,Nissan,Versa,2025,44461,4
AUTOMOVIL,Chevrolet,Cruze,2015,41448,5
CAMIONETA,Toyota,Tacoma,2005,50435,685
AUTOMOVIL,Honda,Civic,2016,42037,4
AUTOMOVIL,Kia,Cerato,2006,39024,5
CAMIONETA,Chevrolet,Silverado,2017,54626,826
AUTOMOVIL,Nissan,Versa,2007,39613,4
AUTOMOVIL,Chevrolet,Cruze,2018,43215,5
CAMIONETA,Toyota,Tacoma,2008,52202,967
AUTOMOVIL,Honda,Civic,2019,43804,4
AUTOMOVIL,Kia,Cerato,2009,40791,5
CAMIONETA,Chevrolet,Silverado,2020,56393,1108
AUTOMOVIL,Nissan,Versa,2010,41380,4
AUTOMOVIL,Chevrolet,Cruze,2021,44982,5
CAMIONETA,Toyota,Tacoma,2011,53969,1249
AUTOMOVIL,Honda,Civic,2022,45571,4
AUTOMOVIL,Kia,Cerato,2012,42558,5
CAMIONETA,Chevrolet,Silverado,2023,58160,1390
AUTOMOVIL,Nissan,Versa,2013,43147,4
AUTOMOVIL,Chevrolet,Cruze,2024,46749,5
CAMIONETA,Toyota,Tacoma,2014,55736,1531
AUTOMOVIL,Honda,Civic,2025,47338,4
AUTOMOVIL,Kia,Cerato,2015,44325,5
CAMIONETA,Chevrolet,Silverado,2005,53312,1672
AUTOMOVIL,Nissan,Versa,2016,44914,4
AUTOMOVIL,Chevrolet,Cruze,2006,41901,5
CAMIONETA,Toyota,Tacoma,2017,57503,663
AUTOMOVIL,Honda,Civic,2007,42490,4
AUTOMOVIL,Kia,Cerato,2018,46092,5
CAMIONETA,Chevrolet,Silverado,2008,55079,804
AUTOMOVIL,Nissan,Versa,2019,46681,4
AUTOMOVIL,Chevrolet,Cruze,2009,43668,5
CAMIONETA,Toyota,Tacoma,2020,59270,945
AUTOMOVIL,Honda,Civic,2010,44257,4
AUTOMOVIL,Kia,Cerato,2021,47859,5
CAMIONETA,Chevrolet,Silverado,2011,56846,1086
AUTOMOVIL,Nissan,Versa,2022,48448,4
AUTOMOVIL,Chevrolet,Cruze,2012,45435,5
CAMIONETA,Toyota,Tacoma,2023,61037,1227
AUTOMOVIL,Honda,Civic,2013,46024,4
AUTOMOVIL,Kia,Cerato,2024,49626,5
CAMIONETA,Chevrolet,Silverado,2014,58613,1368
AUTOMOVIL,Nissan,Versa,2025,50215,4
AUTOMOVIL,Chevrolet,Cruze,2015,47202,5
CAMIONETA,Toyota,Tacoma,2005,56189,1509
AUTOMOVIL,Honda,Civic,2016,47791,4
AUTOMOVIL,Kia,Cerato,2006,44778,5
CAMIONETA,Chevrolet,Silverado,2017,60380,1650
AUTOMOVIL,Nissan,Versa,2007,45367,4
AUTOMOVIL,Chevrolet,Cruze,2018,48969,5
CAMIONETA,Toyota,Tacoma,2008,57956,1791
AUTOMOVIL,Honda,Civic,2019,49558,4
AUTOMOVIL,Kia,Cerato,2009,46545,5
CAMIONETA,Chevrolet,Silverado,2020,62147,782
AUTOMOVIL,Nissan,Versa,2010,47134,4
AUTOMOVIL,Chevrolet,Cruze,2021,50736,5
CAMIONETA,Toyota,Tacoma,2011,59723,923
AUTOMOVIL,Honda,Civic,2022,51325,4
AUTOMOVIL,Kia,Cerato,2012,48312,5
CAMIONETA,Chevrolet,Silverado,2023,63914,1064
AUTOMOVIL,Nissan,Versa,2013,48901,4
AUTOMOVIL,Chevrolet,Cruze,2024,52503,5
CAMIONETA,Toyota,Tacoma,2014,61490,1205
AUTOMOVIL,Honda,Civic,2025,53092,4
AUTOMOVIL,Kia,Cerato,2015,50079,5
CAMIONETA,Chevrolet,Silverado,2005,59066,1346
AUTOMOVIL,Nissan,Versa,2016,50668,4
AUTOMOVIL,Chevrolet,Cruze,2006,47655,5
CAMIONETA,Toyota,Tacoma,2017,63257,1487
AUTOMOVIL,Honda,Civic,2007,48244,4
AUTOMOVIL,Kia,Cerato,2018,51846,5
CAMIONETA,Chevrolet,Silverado,2008,60833,1628
AUTOMOVIL,Nissan,Versa,2019,52435,4
AUTOMOVIL,Chevrolet,Cruze,2009,49422,5
CAMIONETA,Toyota,Tacoma,2020,65024,1769
AUTOMOVIL,Honda,Civic,2010,50011,4
AUTOMOVIL,Kia,Cerato,2021,53613,5
CAMIONETA,Chevrolet,Silverado,2011,62600,760
AUTOMOVIL,Nissan,Versa,2022,54202,4
AUTOMOVIL,Chevrolet,Cruze,2012,51189,5
CAMIONETA,Toyota,Tacoma,2023,66791,901
AUTOMOVIL,Honda,Civic,2013,51778,4
AUTOMOVIL,Kia,Cerato,2024,55380,5
CAMIONETA,Chevrolet,Silverado,2014,64367,1042
AUTOMOVIL,Nissan,Versa,2025,55969,4
AUTOMOVIL,Chevrolet,Cruze,2015,52956,5
CAMIONETA,Toyota,Tacoma,2005,61943,1183
AUTOMOVIL,Honda,Civic,2016,53545,4
AUTOMOVIL,Kia,Cerato,2006,50532,5
CAMIONETA,Chevrolet,Silverado,2017,66134,1324
AUTOMOVIL,Nissan,Versa,2007,51121,4
AUTOMOVIL,Chevrolet,Cruze,2018,54723,5
CAMIONETA,Toyota,Tacoma,2008,63710,1465
AUTOMOVIL,Honda,Civic,2019,55312,4
AUTOMOVIL,Kia,Cerato,2009,52299,5
CAMIONETA,Chevrolet,Silverado,2020,67901,1606
AUTOMOVIL,Nissan,Versa,2010,52888,4
AUTOMOVIL,Chevrolet,Cruze,2021,56490,5
CAMIONETA,Toyota,Tacoma,2011,65477,1747
AUTOMOVIL,Honda,Civic,2022,57079,4
AUTOMOVIL,Kia,Cerato,2012,54066,5
CAMIONETA,Chevrolet,Silverado,2023,69668,738
AUTOMOVIL,Nissan,Versa,2013,54655,4
AUTOMOVIL,Chevrolet,Cruze,2024,58257,5
CAMIONETA,Toyota,Tacoma,2014,67244,879
AUTOMOVIL,Honda,Civic,2025,58846,4
AUTOMOVIL,Kia,Cerato,2015,55833,5
CAMIONETA,Chevrolet,Silverado,2005,64820,1020
AUTOMOVIL,Nissan,Versa,2016,56422,4
AUTOMOVIL,Chevrolet,Cruze,2006,53409,5
CAMIONETA,Toyota,Tacoma,2017,69011,1161
AUTOMOVIL,Honda,Civic,2007,53998,4
AUTOMOVIL,Kia,Cerato,2018,57600,5
CAMIONETA,Chevrolet,Silverado,2008,66587,1302
AUTOMOVIL,Nissan,Versa,2019,58189,4
AUTOMOVIL,Chevrolet,Cruze,2009,55176,5
CAMIONETA,Toyota,Tacoma,2020,70778,1443
AUTOMOVIL,Honda,Civic,2010,55765,4
AUTOMOVIL,Kia,Cerato,2021,59367,5
CAMIONETA,Chevrolet,Silverado,2011,68354,1584
AUTOMOVIL,Nissan,Versa,2022,17956,4
AUTOMOVIL,Chevrolet,Cruze,2012,14943,5
CAMIONETA,Toyota,Tacoma,2023,30545,1725
AUTOMOVIL,Honda,Civic,2013,15532,4
AUTOMOVIL,Kia,Cerato,2024,19134,5
CAMIONETA,Chevrolet,Silverado,2014,28121,716
AUTOMOVIL,Nissan,Versa,2025,19723,4
AUTOMOVIL,Chevrolet,Cruze,2015,16710,5
CAMIONETA,Toyota,Tacoma,2005,25697,857
AUTOMOVIL,Honda,Civic,2016,17299,4
AUTOMOVIL,Kia,Cerato,2006,14286,5
CAMIONETA,Chevrolet,Silverado,2017,29888,998
AUTOMOVIL,Nissan,Versa,2007,14875,4
AUTOMOVIL,Chevrolet,Cruze,2018,18477,5
CAMIONETA,Toyota,Tacoma,2008,27464,1139
AUTOMOVIL,Honda,Civic,2019,19066,4
AUTOMOVIL,Kia,Cerato,2009,16053,5
CAMIONETA,Chevrolet,Silverado,2020,31655,1280
AUTOMOVIL,Nissan,Versa,2010,16642,4
AUTOMOVIL,Chevrolet,Cruze,2021,20244,5
CAMIONETA,Toyota,Tacoma,2011,29231,1421
AUTOMOVIL,Honda,Civic,2022,20833,4
AUTOMOVIL,Kia,Cerato,2012,17820,5
CAMIONETA,Chevrolet,Silverado,2023,33422,1562
AUTOMOVIL,Nissan,Versa,2013,18409,4
AUTOMOVIL,Chevrolet,Cruze,2024,22011,5
CAMIONETA,Toyota,Tacoma,2014,30998,1703
AUTOMOVIL,Honda,Civic,2025,22600,4
AUTOMOVIL,Kia,Cerato,2015,19587,5
CAMIONETA,Chevrolet,Silverado,2005,28574,694
AUTOMOVIL,Nissan,Versa,2016,20176,4
AUTOMOVIL,Chevrolet,Cruze,2006,17163,5
CAMIONETA,Toyota,Tacoma,2017,32765,835
AUTOMOVIL,Honda,Civic,2007,17752,4
AUTOMOVIL,Kia,Cerato,2018,21354,5
CAMIONETA,Chevrolet,Silverado,2008,30341,976
AUTOMOVIL,Nissan,Versa,2019,21943,4
AUTOMOVIL,Chevrolet,Cruze,2009,18930,5
CAMIONETA,Toyota,Tacoma,2020,34532,1117
AUTOMOVIL,Honda,Civic,2010,19519,4
AUTOMOVIL,Kia,Cerato,2021,23121,5
CAMIONETA,Chevrolet,Silverado,2011,32108,1258
AUTOMOVIL,Nissan,Versa,2022,23710,4
AUTOMOVIL,Chevrolet,Cruze,2012,20697,5
CAMIONETA,Toyota,Tacoma,2023,36299,1399
AUTOMOVIL,Honda,Civic,2013,21286,4
AUTOMOVIL,Kia,Cerato,2024,24888,5
CAMIONETA,Chevrolet,Silverado,2014,33875,1540
AUTOMOVIL,Nissan,Versa,2025,25477,4
AUTOMOVIL,Chevrolet,Cruze,2015,22464,5
CAMIONETA,Toyota,Tacoma,2005,31451,1681
AUTOMOVIL,Honda,Civic,2016,23053,4
AUTOMOVIL,Kia,Cerato,2006,20040,5
CAMIONETA,Chevrolet,Silverado,2017,35642,672
AUTOMOVIL,Nissan,Versa,2007,20629,4
AUTOMOVIL,Chevrolet,Cruze,2018,24231,5
CAMIONETA,Toyota,Tacoma,2008,33218,813
AUTOMOVIL,Honda,Civic,2019,24820,4
AUTOMOVIL,Kia,Cerato,2009,21807,5
CAMIONETA,Chevrolet,Silverado,2020,37409,954
AUTOMOVIL,Nissan,Versa,2010,22396,4
AUTOMOVIL,Chevrolet,Cruze,2021,25998,5
CAMIONETA,Toyota,Tacoma,2011,34985,1095
AUTOMOVIL,Honda,Civic,2022,26587,4
AUTOMOVIL,Kia,Cerato,2012,23574,5
CAMIONETA,Chevrolet,Silverado,2023,39176,1236
AUTOMOVIL,Nissan,Versa,2013,24163,4
AUTOMOVIL,Chevrolet,Cruze,2024,27765,5
CAMIONETA,Toyota,Tacoma,2014,36752,1377
AUTOMOVIL,Honda,Civic,2025,28354,4
AUTOMOVIL,Kia,Cerato,2015,25341,5
CAMIONETA,Chevrolet,Silverado,2005,34328,1518
AUTOMOVIL,Nissan,Versa,2016,25930,4
AUTOMOVIL,Chevrolet,Cruze,2006,22917,5
CAMIONETA,Toyota,Tacoma,2017,38519,1659
AUTOMOVIL,Honda,Civic,2007,23506,4
AUTOMOVIL,Kia,Cerato,2018,27108,5
CAMIONETA,Chevrolet,Silverado,2008,36095,650
AUTOMOVIL,Nissan,Versa,2019,27697,4
AUTOMOVIL,Chevrolet,Cruze,2009,24684,5
CAMIONETA,Toyota,Tacoma,2020,40286,791
AUTOMOVIL,Honda,Civic,2010,25273,4
AUTOMOVIL,Kia,Cerato,2021,28875,5
CAMIONETA,Chevrolet,Silverado,2011,37862,932
AUTOMOVIL,Nissan,Versa,2022,29464,4
AUTOMOVIL,Chevrolet,Cruze,2012,26451,5
CAMIONETA,Toyota,Tacoma,2023,42053,1073
AUTOMOVIL,Honda,Civic,2013,27040,4
AUTOMOVIL,Kia,Cerato,2024,30642,5
CAMIONETA,Chevrolet,Silverado,2014,39629,1214
AUTOMOVIL,Nissan,Versa,2025,31231,4
AUTOMOVIL,Chevrolet,Cruze,2015,28218,5
CAMIONETA,Toyota,Tacoma,2005,37205,1355
AUTOMOVIL,Honda,Civic,2016,28807,4
AUTOMOVIL,Kia,Cerato,2006,25794,5
CAMIONETA,Chevrolet,Silverado,2017,41396,1496
AUTOMOVIL,Nissan,Versa,2007,26383,4
AUTOMOVIL,Chevrolet,Cruze,2018,29985,5
CAMIONETA,Toyota,Tacoma,2008,38972,1637
AUTOMOVIL,Honda,Civic,2019,30574,4
AUTOMOVIL,Kia,Cerato,2009,27561,5
CAMIONETA,Chevrolet,Silverado,2020,43163,1778
AUTOMOVIL,Nissan,Versa,2010,28150,4
AUTOMOVIL,Chevrolet,Cruze,2021,31752,5
CAMIONETA,Toyota,Tacoma,2011,40739,769
AUTOMOVIL,Honda,Civic,2022,32341,4
AUTOMOVIL,Kia,Cerato,2012,29328,5
CAMIONETA,Chevrolet,Silverado,2023,44930,910
AUTOMOVIL,Nissan,Versa,2013,29917,4
AUTOMOVIL,Chevrolet,Cruze,2024,33519,5
CAMIONETA,Toyota,Tacoma,2014,42506,1051
AUTOMOVIL,Honda,Civic,2025,34108,4
AUTOMOVIL,Kia,Cerato,2015,31095,5
CAMIONETA,Chevrolet,Silverado,2005,40082,1192
AUTOMOVIL,Nissan,Versa,2016,31684,4
AUTOMOVIL,Chevrolet,Cruze,2006,28671,5
CAMIONETA,Toyota,Tacoma,2017,44273,1333
AUTOMOVIL,Honda,Civic,2007,29260,4
AUTOMOVIL,Kia,Cerato,2018,32862,5
CAMIONETA,Chevrolet,Silverado,2008,41849,1474
AUTOMOVIL,Nissan,Versa,2019,33451,4
AUTOMOVIL,Chevrolet,Cruze,2009,30438,5
CAMIONETA,Toyota,Tacoma,2020,46040,1615
AUTOMOVIL,Honda,Civic,2010,31027,4
AUTOMOVIL,Kia,Cerato,2021,34629,5
CAMIONETA,Chevrolet,Silverado,2011,43616,1756
AUTOMOVIL,Nissan,Versa,2022,35218,4
AUTOMOVIL,Chevrolet,Cruze,2012,32205,5
CAMIONETA,Toyota,Tacoma,2023,47807,747
AUTOMOVIL,Honda,Civic,2013,32794,4
AUTOMOVIL,Kia,Cerato,2024,36396,5
CAMIONETA,Chevrolet,Silverado,2014,45383,888
AUTOMOVIL,Nissan,Versa,2025,36985,4
AUTOMOVIL,Chevrolet,Cruze,2015,33972,5
CAMIONETA,Toyota,Tacoma,2005,42959,1029
AUTOMOVIL,Honda,Civic,2016,34561,4
AUTOMOVIL,Kia,Cerato,2006,31548,5
CAMIONETA,Chevrolet,Silverado,2017,47150,1170
AUTOMOVIL,Nissan,Versa,2007,32137,4
AUTOMOVIL,Chevrolet,Cruze,2018,35739,5
CAMIONETA,Toyota,Tacoma,2008,44726,1311
AUTOMOVIL,Honda,Civic,2019,36328,4
AUTOMOVIL,Kia,Cerato,2009,33315,5
CAMIONETA,Chevrolet,Silverado,2020,48917,1452
AUTOMOVIL,Nissan,Versa,2010,33904,4
AUTOMOVIL,Chevrolet,Cruze,2021,37506,5
CAMIONETA,Toyota,Tacoma,2011,46493,1593
AUTOMOVIL,Honda,Civic,2022,38095,4
AUTOMOVIL,Kia,Cerato,2012,35082,5
CAMIONETA,Chevrolet,Silverado,2023,50684,1734
AUTOMOVIL,Nissan,Versa,2013,35671,4
AUTOMOVIL,Chevrolet,Cruze,2024,39273,5
CAMIONETA,Toyota,Tacoma,2014,48260,725
AUTOMOVIL,Honda,Civic,2025,39862,4
AUTOMOVIL,Kia,Cerato,2015,36849,5
CAMIONETA,Chevrolet,Silverado,2005,45836,866
AUTOMOVIL,Nissan,Versa,2016,37438,4
AUTOMOVIL,Chevrolet,Cruze,2006,34425,5
CAMIONETA,Toyota,Tacoma,2017,50027,1007
AUTOMOVIL,Honda,Civic,2007,35014,4
AUTOMOVIL,Kia,Cerato,2018,38616,5
CAMIONETA,Chevrolet,Silverado,2008,47603,1148
AUTOMOVIL,Nissan,Versa,2019,39205,4
AUTOMOVIL,Chevrolet,Cruze,2009,36192,5
CAMIONETA,Toyota,Tacoma,2020,51794,1289
AUTOMOVIL,Honda,Civic,2010,36781,4
AUTOMOVIL,Kia,Cerato,2021,40383,5
CAMIONETA,Chevrolet,Silverado,2011,49370,1430
AUTOMOVIL,Nissan,Versa,2022,40972,4
AUTOMOVIL,Chevrolet,Cruze,2012,37959,5
CAMIONETA,Toyota,Tacoma,2023,53561,1571
AUTOMOVIL,Honda,Civic,2013,38548,4
AUTOMOVIL,Kia,Cerato,2024,42150,5
CAMIONETA,Chevrolet,Silverado,2014,51137,1712
AUTOMOVIL,Nissan,Versa,2025,42739,4
AUTOMOVIL,Chevrolet,Cruze,2015,39726,5
CAMIONETA,Toyota,Tacoma,2005,48713,703
AUTOMOVIL,Honda,Civic,2016,40315,4
AUTOMOVIL,Kia,Cerato,2006,37302,5
CAMIONETA,Chevrolet,Silverado,2017,52904,844
AUTOMOVIL,Nissan,Versa,2007,37891,4
AUTOMOVIL,Chevrolet,Cruze,2018,41493,5
CAMIONETA,Toyota,Tacoma,2008,50480,985
AUTOMOVIL,Honda,Civic,2019,42082,4
AUTOMOVIL,Kia,Cerato,2009,39069,5
CAMIONETA,Chevrolet,Silverado,2020,54671,1126
AUTOMOVIL,Nissan,Versa,2010,39658,4
AUTOMOVIL,Chevrolet,Cruze,2021,43260,5
CAMIONETA,Toyota,Tacoma,2011,52247,1267
AUTOMOVIL,Honda,Civic,2022,43849,4
AUTOMOVIL,Kia,Cerato,2012,40836,5
CAMIONETA,Chevrolet,Silverado,2023,56438,1408
AUTOMOVIL,Nissan,Versa,2013,41425,4
AUTOMOVIL,Chevrolet,Cruze,2024,45027,5
CAMIONETA,Toyota,Tacoma,2014,54014,1549
AUTOMOVIL,Honda,Civic,2025,45616,4
AUTOMOVIL,Kia,Cerato,2015,42603,5
CAMIONETA,Chevrolet,Silverado,2005,51590,1690
AUTOMOVIL,Nissan,Versa,2016,43192,4
AUTOMOVIL,Chevrolet,Cruze,2006,40179,5
CAMIONETA,Toyota,Tacoma,2017,55781,681
AUTOMOVIL,Honda,Civic,2007,40768,4
AUTOMOVIL,Kia,Cerato,2018,44370,5
CAMIONETA,Chevrolet,Silverado,2008,53357,822
AUTOMOVIL,Nissan,Versa,2019,44959,4
AUTOMOVIL,Chevrolet,Cruze,2009,41946,5
CAMIONETA,Toyota,Tacoma,2020,57548,963
AUTOMOVIL,Honda,Civic,2010,42535,4
AUTOMOVIL,Kia,Cerato,2021,46137,5
CAMIONETA,Chevrolet,Silverado,2011,55124,1104
AUTOMOVIL,Nissan,Versa,2022,46726,4
AUTOMOVIL,Chevrolet,Cruze,2012,43713,5
CAMIONETA,Toyota,Tacoma,2023,59315,1245
AUTOMOVIL,Honda,Civic,2013,44302,4
AUTOMOVIL,Kia,Cerato,2024,47904,5
CAMIONETA,Chevrolet,Silverado,2014,56891,1386
AUTOMOVIL,Nissan,Versa,2025,48493,4
AUTOMOVIL,Chevrolet,Cruze,2015,45480,5
CAMIONETA,Toyota,Tacoma,2005,54467,1527
AUTOMOVIL,Honda,Civic,2016,46069,4
AUTOMOVIL,Kia,Cerato,2006,43056,5
CAMIONETA,Chevrolet,Silverado,2017,58658,1668
AUTOMOVIL,Nissan,Versa,2007,43645,4
AUTOMOVIL,Chevrolet,Cruze,2018,47247,5
CAMIONETA,Toyota,Tacoma,2008,56234,659
AUTOMOVIL,Honda,Civic,2019,47836,4
AUTOMOVIL,Kia,Cerato,2009,44823,5
CAMIONETA,Chevrolet,Silverado,2020,60425,800
AUTOMOVIL,Nissan,Versa,2010,45412,4
AUTOMOVIL,Chevrolet,Cruze,2021,49014,5
CAMIONETA,Toyota,Tacoma,2011,58001,941
AUTOMOVIL,Honda,Civic,2022,49603,4
AUTOMOVIL,Kia,Cerato,2012,46590,5
CAMIONETA,Chevrolet,Silverado,2023,62192,1082
AUTOMOVIL,Nissan,Versa,2013,47179,4
